Recording timestamp,Computer timestamp,Sensor,Project name,Export date,Participant name,Recording name,Recording date,Recording date UTC,Recording start time,Recording start time UTC,Recording duration,Recording Fixation filter name,Event,Event value,Gaze point X,Gaze point Y,Gaze point 3D X,Gaze point 3D Y,Gaze point 3D Z,Gaze direction left X,Gaze direction left Y,Gaze direction left Z,Gaze direction right X,Gaze direction right Y,Gaze direction right Z,Pupil position left X,Pupil position left Y,Pupil position left Z,Pupil position right X,Pupil position right Y,Pupil position right Z,Pupil diameter left,Pupil diameter right,Pupil diameter filtered,Validity left,Validity right,Eye movement type,Gaze event duration,Eye movement type index,Fixation point X,Fixation point Y
49610640,959373423,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,997,317,-13.4697,79.6439,403.4788,-0.02696,0.20552,0.97828,-0.03453,0.23543,0.97128,32.24,-20.72,-33.76,-31.66,-17.51,-32.45,3.233,3.17,3.205,Valid,Valid,Fixation,740,68,1035,340
49620630,959383413,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,995,316,-12.8556,80.3423,404.4895,-0.02517,0.21327,0.97667,-0.0329,0.22894,0.97288,32.25,-20.71,-33.9,-31.87,-17.17,-32.63,3.282,3.176,3.224,Valid,Valid,Fixation,740,68,1035,340
49630651,959393434,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,995,315,-12.5755,81.0558,405.4754,-0.02452,0.20784,0.97786,-0.03269,0.23719,0.97091,32.25,-20.72,-33.76,-31.66,-17.5,-32.45,3.231,3.165,3.2,Valid,Valid,Fixation,740,68,1035,340
49640647,959403430,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,995,315,-12.9371,81.1088,406.5968,-0.02506,0.21391,0.97653,-0.03307,0.22945,0.97276,32.25,-20.71,-33.9,-31.88,-17.15,-32.66,3.278,3.167,3.198,Valid,Valid,Fixation,740,68,1035,340
49650638,959413421,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,996,317,-13.3542,80.6049,407.9238,-0.01998,0.20839,0.97784,-0.04054,0.23233,0.97179,32.28,-20.73,-33.76,-31.62,-17.48,-32.48,3.22,3.151,3.186,Valid,Valid,Fixation,740,68,1035,340
49660625,959423408,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,946,317,4.6969,80.2275,409.1835,0.01942,0.21742,0.97588,-0.00037,0.22001,0.9755,32.43,-20.82,-33.87,-31.7,-17.1,-32.71,3.22,3.12,3.185,Valid,Valid,Saccade,30,77,,
49670620,959433403,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,720,244,-52.4106,-63.0533,-248.481,-0.21645,-0.22192,-0.95074,-0.24618,-0.16812,-0.95453,32.68,-20.76,-33.95,-31.38,-17.36,-32.64,3.153,3.143,3.183,Valid,Valid,Saccade,30,77,,
49680611,959443394,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,813,296,189.3029,311.4772,1472.1407,0.12231,0.21008,0.97,0.12063,0.21559,0.969,32.86,-20.96,-33.92,-31.34,-17.14,-32.69,3.215,3.233,3.205,Valid,Valid,Saccade,30,77,,
49690607,959453390,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,811,289,508.925,849.4671,3908.9238,0.11777,0.21607,0.96925,0.13192,0.21086,0.96857,32.98,-20.83,-34.01,-31.12,-17.3,-32.74,3.194,3.195,3.201,Valid,Valid,Fixation,90,69,808,284
49700593,959463376,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,808,284,573.3975,955.7687,4313.3511,0.12307,0.21398,0.96905,0.13186,0.2201,0.96652,33,-20.97,-33.96,-31.22,-17.12,-32.72,3.222,3.228,3.216,Valid,Valid,Fixation,90,69,808,284
49710584,959473367,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,806,283,549.5889,906.3934,4077.5195,0.12214,0.21633,0.96865,0.13605,0.21924,0.96614,33.04,-20.84,-34.01,-31.09,-17.29,-32.76,3.199,3.202,3.201,Valid,Valid,Fixation,90,69,808,284
49720579,959483362,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,807,282,407.4258,675.1172,3028.1138,0.12331,0.21477,0.96885,0.13353,0.2238,0.96544,33.03,-20.97,-33.95,-31.2,-17.13,-32.71,3.207,3.226,3.213,Valid,Valid,Fixation,90,69,808,284
49730571,959493354,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,807,280,295.564,497.0894,2208.1189,0.12034,0.21638,0.96886,0.13369,0.22876,0.96426,33.05,-20.83,-34.01,-31.08,-17.29,-32.75,3.19,3.202,3.201,Valid,Valid,Fixation,90,69,808,284
49740561,959503344,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,806,282,224.2452,371.1567,1663.8845,0.11884,0.21406,0.96956,0.13552,0.23036,0.96362,33.03,-20.97,-33.95,-31.2,-17.13,-32.71,3.201,3.228,3.208,Valid,Valid,Fixation,90,69,808,284
49750582,959513365,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,804,294,63.4383,98.6083,464.3425,0.12049,0.22335,0.96726,0.12192,0.23344,0.9647,33.06,-20.83,-34.01,-31.1,-17.29,-32.73,3.186,3.198,3.196,Valid,Valid,Fixation,90,69,808,284
49760575,959523358,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,807,286,113.1916,185.3136,841.9529,0.11139,0.21027,0.97128,0.13639,0.24076,0.96095,33.04,-20.97,-33.95,-31.21,-17.13,-32.7,3.191,3.228,3.202,Valid,Valid,Fixation,90,69,808,284
49770571,959533354,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,810,282,152.7245,259.5319,1159.6572,0.12032,0.21872,0.96834,0.12552,0.23258,0.96444,33.06,-20.82,-34.01,-31.13,-17.28,-32.74,3.175,3.199,3.191,Valid,Valid,Fixation,90,69,808,284
49900486,959663269,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,812,280,183.771,319.3918,1419.3239,0.10785,0.21621,0.97037,0.13547,0.23411,0.96272,33.03,-20.97,-33.91,-31.25,-17.1,-32.7,3.183,3.217,3.19,Valid,Valid,Fixation,800,70,826,295
49910479,959673262,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,814,281,200.5982,351.829,1565.3624,0.11491,0.21626,0.96955,0.12659,0.23236,0.96436,33.05,-20.82,-33.98,-31.18,-17.28,-32.72,3.158,3.175,3.187,Valid,Valid,Fixation,800,70,826,295
49920474,959683257,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,816,282,196.8585,348.5534,1558.4723,0.10375,0.21659,0.97073,0.1344,0.23014,0.96383,33.01,-20.99,-33.86,-31.28,-17.09,-32.69,3.18,3.2,3.185,Valid,Valid,Fixation,800,70,826,295
49930465,959693248,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,818,283,191.3052,341.6926,1534.6985,0.10939,0.21383,0.97073,0.12557,0.23141,0.96472,33.04,-20.83,-33.95,-31.19,-17.27,-32.72,3.139,3.182,3.174,Valid,Valid,Fixation,800,70,826,295
49940455,959703238,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,819,284,195.2439,350.0013,1577.6433,0.10056,0.2159,0.97122,0.13298,0.22755,0.96464,33,-20.99,-33.84,-31.28,-17.09,-32.69,3.175,3.195,3.184,Valid,Valid,Fixation,800,70,826,295
49950445,959713228,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,819,284,186.3326,333.6819,1504.1123,0.10719,0.21299,0.97116,0.12622,0.23114,0.9647,33.04,-20.83,-33.95,-31.18,-17.28,-32.72,3.138,3.19,3.168,Valid,Valid,Fixation,800,70,826,295
49960437,959723220,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,817,287,222.1162,387.6011,1768.2946,0.10476,0.21305,0.97141,0.13305,0.22411,0.96544,33.01,-21,-33.84,-31.27,-17.1,-32.68,3.173,3.206,3.181,Valid,Valid,Fixation,800,70,826,295
49970434,959733217,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,816,290,298.0742,511.0681,2362.426,0.10775,0.21288,0.97112,0.13262,0.2161,0.96732,33.05,-20.85,-33.93,-31.13,-17.35,-32.62,3.147,3.095,3.158,Valid,Valid,Fixation,800,70,826,295
49980418,959743201,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,816,293,288.6172,490.8521,2294.8157,0.10754,0.2097,0.97183,0.13214,0.21508,0.96761,33.01,-21.02,-33.81,-31.26,-17.14,-32.64,3.177,3.169,3.17,Valid,Valid,Fixation,800,70,826,295
49990414,959753197,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,816,294,283.0357,478.2898,2248.3042,0.10639,0.21204,0.97145,0.13339,0.21089,0.96836,33.04,-20.87,-33.91,-31.11,-17.39,-32.58,3.146,3.069,3.121,Valid,Valid,Fixation,800,70,826,295
50000406,959763189,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,814,296,261.4958,432.4276,2047.061,0.10851,0.20642,0.97243,0.13447,0.21458,0.96741,33.02,-21.04,-33.81,-31.24,-17.16,-32.62,3.171,3.172,3.164,Valid,Valid,Fixation,800,70,826,295
50010429,959773212,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,812,301,238.4892,380.6455,1843.256,0.10932,0.21373,0.97076,0.13632,0.19987,0.97029,33.05,-20.89,-33.9,-31.08,-17.42,-32.54,3.146,3.029,3.108,Valid,Valid,Fixation,800,70,826,295
50020419,959783202,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,813,301,254.6311,409.6099,1977.8574,0.10854,0.20324,0.97309,0.13633,0.21054,0.96803,33.03,-21.05,-33.81,-31.22,-17.18,-32.6,3.168,3.16,3.162,Valid,Valid,Fixation,800,70,826,295
50030408,959793191,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,813,298,259.7442,423.6015,2026.3185,0.10729,0.21159,0.97145,0.13648,0.20559,0.96907,33.05,-20.89,-33.9,-31.09,-17.4,-32.57,3.143,3.063,3.106,Valid,Valid,Fixation,800,70,826,295
50040404,959803187,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,813,299,248.9792,403.9332,1935.4506,0.11006,0.20281,0.97301,0.13444,0.21415,0.96751,33.03,-21.06,-33.81,-31.22,-17.18,-32.62,3.164,3.187,3.161,Valid,Valid,Fixation,800,70,826,295
50050396,959813179,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,813,299,258.0905,419.0901,2010.9619,0.10713,0.21039,0.97173,0.13692,0.2057,0.96899,33.06,-20.9,-33.9,-31.08,-17.43,-32.54,3.144,3.065,3.123,Valid,Valid,Fixation,800,70,826,295
50060383,959823166,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,815,298,247.3931,407.5576,1946.1978,0.10826,0.2038,0.97301,0.13336,0.21447,0.96758,33.03,-21.06,-33.81,-31.22,-17.19,-32.61,3.161,3.179,3.17,Valid,Valid,Fixation,800,70,826,295
50070378,959833161,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,816,296,223.8005,375.271,1777.8156,0.10408,0.20693,0.9728,0.13456,0.21558,0.96717,33.05,-20.9,-33.9,-31.09,-17.43,-32.54,3.133,3.102,3.129,Valid,Valid,Fixation,800,70,826,295
50080369,959843152,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,818,295,239.2463,407.0635,1918.8936,0.10555,0.20647,0.97274,0.13129,0.21705,0.96729,33.02,-21.06,-33.81,-31.24,-17.19,-32.61,3.161,3.185,3.169,Valid,Valid,Fixation,800,70,826,295
50090365,959853148,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,819,294,255.0376,440.4347,2063.79,0.10479,0.2083,0.97244,0.13022,0.21684,0.96748,33.05,-20.9,-33.9,-31.13,-17.39,-32.61,3.146,3.112,3.131,Valid,Valid,Fixation,800,70,826,295
50100350,959863133,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,820,296,264.4909,457.8372,2162.2659,0.1045,0.2066,0.97283,0.12852,0.21502,0.96811,33.02,-21.06,-33.8,-31.26,-17.17,-32.64,3.167,3.177,3.156,Valid,Valid,Fixation,800,70,826,295
50110341,959873124,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,821,296,279.2372,486.0841,2300.8738,0.10265,0.20934,0.97244,0.12878,0.21091,0.96899,33.04,-20.9,-33.9,-31.12,-17.41,-32.56,3.15,3.069,3.131,Valid,Valid,Fixation,800,70,826,295
50120338,959883121,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,822,297,305.6411,534.7733,2539.2502,0.1039,0.20658,0.9729,0.12617,0.21156,0.96919,33.01,-21.06,-33.8,-31.26,-17.18,-32.62,3.167,3.151,3.143,Valid,Valid,Fixation,800,70,826,295
50130360,959893143,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,824,299,349.3865,615.0946,2943.344,0.10384,0.20971,0.97223,0.12362,0.20437,0.97106,33.04,-20.89,-33.9,-31.13,-17.41,-32.56,3.147,3.032,3.114,Valid,Valid,Fixation,800,70,826,295
50140350,959903133,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,825,299,310.9483,548.2239,2628.6321,0.10199,0.20551,0.97333,0.12438,0.20868,0.97004,33,-21.06,-33.8,-31.27,-17.18,-32.62,3.159,3.127,3.13,Valid,Valid,Fixation,800,70,826,295
50150340,959913123,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,825,300,292.8835,516.9742,2489.7068,0.10517,0.21293,0.97139,0.11974,0.20014,0.97242,33.03,-20.89,-33.9,-31.15,-17.4,-32.57,3.162,2.985,3.096,Valid,Valid,Fixation,800,70,826,295
50160332,959923115,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,826,300,299.1761,531.1529,2554.1404,0.10025,0.20592,0.97342,0.12386,0.20747,0.97037,33,-21.06,-33.8,-31.28,-17.17,-32.63,3.159,3.101,3.124,Valid,Valid,Fixation,800,70,826,295
50170328,959933111,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,827,299,300.8088,537.9136,2577.4731,0.10753,0.2133,0.97105,0.11572,0.20144,0.97264,33.03,-20.88,-33.91,-31.17,-17.38,-32.6,3.167,2.991,3.082,Valid,Valid,Fixation,800,70,826,295
50180314,959943097,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,828,298,321.9781,582.5778,2781.6707,0.10015,0.20652,0.9733,0.12157,0.20893,0.97034,32.99,-21.06,-33.8,-31.3,-17.16,-32.64,3.148,3.09,3.12,Valid,Valid,Fixation,800,70,826,295
50190308,959953091,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,828,298,305.727,555.3793,2650.8264,0.10797,0.21296,0.97108,0.11274,0.20309,0.97265,33.03,-20.88,-33.91,-31.18,-17.37,-32.63,3.166,3.002,3.097,Valid,Valid,Fixation,800,70,826,295
50200300,959963083,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,829,295,402.5024,749.1166,3521.1589,0.10184,0.20796,0.97282,0.11772,0.21199,0.97016,32.98,-21.06,-33.79,-31.3,-17.16,-32.65,3.136,3.081,3.113,Valid,Valid,Fixation,800,70,826,295
50210292,959973075,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,830,292,494.0623,933.1127,4333.4072,0.10631,0.20854,0.97222,0.11303,0.215,0.97005,33.02,-20.88,-33.91,-31.19,-17.36,-32.63,3.144,3.045,3.091,Valid,Valid,Fixation,800,70,826,295
50220282,959983065,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,829,293,307.942,574.0687,2678.4355,0.10207,0.20771,0.97285,0.11786,0.21707,0.96901,32.98,-21.06,-33.79,-31.31,-17.16,-32.64,3.117,3.09,3.102,Valid,Valid,Fixation,800,70,826,295
50230272,959993055,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,826,295,205.2025,371.8957,1748.5189,0.10191,0.20514,0.97341,0.12061,0.22086,0.96782,33.01,-20.89,-33.9,-31.17,-17.39,-32.58,3.126,3.023,3.088,Valid,Valid,Fixation,800,70,826,295
50240269,960003052,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,827,294,209.4206,384.285,1802.2191,0.09912,0.20622,0.97347,0.12148,0.22044,0.96781,32.97,-21.07,-33.78,-31.31,-17.18,-32.62,3.11,3.078,3.088,Valid,Valid,Fixation,800,70,826,295
50250290,960013073,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,825,300,143.3914,252.1824,1210.7732,0.10618,0.20262,0.97348,0.11621,0.22082,0.96837,33.01,-20.9,-33.89,-31.2,-17.37,-32.63,3.118,3.059,3.082,Valid,Valid,Fixation,800,70,826,295
50260277,960023060,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,811,309,131.3369,202.3425,1013.4046,0.09147,0.20779,0.97389,,,,32.96,-21.07,-33.78,,,,3.099,,3.084,Valid,Invalid,Fixation,800,70,826,295
50270272,960033055,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,823,301,125.605,217.8018,1052.1094,0.10696,0.20243,0.97344,0.11608,0.22143,0.96824,33,-20.9,-33.89,-31.15,-17.45,-32.62,3.109,3.047,3.076,Valid,Valid,Fixation,800,70,826,295
50280263,960043046,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,828,295,125.067,229.4611,1080.8569,0.09477,0.20388,0.9744,0.12156,0.22903,0.9658,32.96,-21.07,-33.77,-31.31,-17.2,-32.64,3.092,3.088,3.076,Valid,Valid,Fixation,800,70,826,295
50290259,960053042,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,828,296,125.5823,230.368,1089.4559,0.10101,0.20484,0.97357,0.11446,0.22643,0.96728,32.99,-20.9,-33.88,-31.19,-17.39,-32.61,3.098,3.045,3.07,Valid,Valid,Fixation,800,70,826,295
50300245,960063028,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,829,298,119.8411,219.8432,1047.191,0.09316,0.20169,0.97501,0.12067,0.22765,0.96624,32.96,-21.08,-33.77,-31.32,-17.18,-32.64,3.086,3.091,3.089,Valid,Valid,Fixation,800,70,826,295
50310236,960073019,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,831,298,136.2577,253.1926,1204.6355,0.10024,0.20392,0.97384,0.11207,0.2233,0.96829,32.98,-20.91,-33.86,-31.2,-17.39,-32.6,3.091,3.042,3.085,Valid,Valid,Fixation,800,70,826,295
50320232,960083015,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,832,298,147.9386,277.7816,1320.9027,0.09386,0.20258,0.97476,0.11717,0.22331,0.96768,32.95,-21.08,-33.76,-31.33,-17.17,-32.64,3.089,3.086,3.089,Valid,Valid,Fixation,800,70,826,295
50330223,960093006,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,833,298,144.3833,274.4034,1304.2827,0.10033,0.20535,0.97353,0.10805,0.22099,0.96927,32.98,-20.92,-33.85,-31.2,-17.38,-32.61,3.096,3.078,3.087,Valid,Valid,Fixation,800,70,826,295
50340212,960102995,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,835,296,157.1935,303.4325,1434.3439,0.09283,0.20392,0.97458,0.11416,0.22306,0.9681,32.95,-21.08,-33.76,-31.33,-17.17,-32.64,3.096,3.104,3.091,Valid,Valid,Fixation,800,70,826,295
50350203,960112986,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,833,297,140.5668,266.2951,1260.5016,0.09882,0.20477,0.97381,0.1108,0.22367,0.96835,32.97,-20.92,-33.85,-31.2,-17.39,-32.58,3.097,3.05,3.087,Valid,Valid,Fixation,800,70,826,295
50360226,960123009,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,830,298,123.4014,228.8665,1089.356,0.09302,0.20196,0.97497,0.11899,0.22695,0.96661,32.94,-21.09,-33.75,-31.33,-17.18,-32.63,3.095,3.089,3.093,Valid,Valid,Fixation,800,70,826,295
50370223,960133006,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,831,298,120.6601,223.7145,1065.5471,0.09903,0.2036,0.97403,0.11254,0.22551,0.96772,32.96,-20.93,-33.84,-31.2,-17.4,-32.57,3.101,3.025,3.076,Valid,Valid,Fixation,800,70,826,295
50380208,960142991,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,832,298,122.365,229.1122,1091.6021,0.09346,0.20194,0.97493,0.1164,0.22662,0.967,32.94,-21.09,-33.75,-31.33,-17.18,-32.63,3.104,3.089,3.095,Valid,Valid,Fixation,800,70,826,295
50390203,960152986,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,834,299,116.9486,221.9683,1060.3362,0.09753,0.20394,0.97411,0.10857,0.22431,0.96845,32.96,-20.93,-33.83,-31.21,-17.39,-32.59,3.106,3.043,3.096,Valid,Valid,Fixation,800,70,826,295
50400194,960162977,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,822,306,126.5224,213.4718,1052.7048,0.10338,0.19595,0.97515,0.12162,0.22019,0.96785,32.93,-21.09,-33.74,-31.34,-17.17,-32.63,3.088,3.088,3.097,Valid,Valid,Fixation,800,70,826,295
50410187,960172970,Eye Tracker,Neuro-asthetic,04-07-24,pilot002,Recording010,03/19/2024,03/19/2024,27:46.1,57:46.1,124878,Tobii I-VT (Attention),,,820,309,189.9143,310.4989,1553.9482,0.0963,0.20339,0.97435,,,,32.95,-20.94,-33.83,,,,3.106,,3.097,Valid,Invalid,Fixation,800,70,826,295
